,bank,card,act
866,{},{},"{'國外': 2, '保險': 1}"
867,{'玉山': 9},{'Pi': 46},{'旅遊': 1}
868,{},{},{'機票': 7}
869,{},{},{'國外': 1}
870,"{'台新': 11, 'Richart': 5, '國泰': 2}",{},"{'出國': 1, '機票': 5}"
871,{},{},{'電影': 1}
872,{'國泰': 2},{},"{'電影': 1, '加油': 1, '機場': 1, '旅遊': 3, '旅行': 1}"
873,{'台新': 20},{},"{'電影': 1, '加油': 1, '機票': 1, '保險': 1}"
874,{'兆豐': 65},{},"{'電影': 3, '國外': 4, '機票': 2}"
875,{},{},"{'旅遊': 1, '海外': 1}"
876,"{'中國信託': 1, '中信': 1, '台新': 1, '永豐': 1}",{},"{'國外': 2, '旅遊': 1}"
877,{},{},{'機票': 1}
878,"{'國泰世華': 5, '國泰': 1}",{},"{'電影': 1, '加油': 1, '機票': 3, '國外': 3, '旅遊': 1, '海外': 2, '機場': 4}"
879,{},{},"{'電影': 1, '加油': 1, '海外': 1, '國外': 2}"
880,{},{},"{'電影': 1, '加油': 1}"
881,{'台新': 4},{},"{'電影': 1, '加油': 1, '保險': 1}"
882,{},{},"{'電影': 1, '加油': 1}"
883,"{'中國信託': 1, '玉山': 1, '永豐': 1, '兆豐': 1, '國泰世華': 1, '台新': 1}",{},"{'電影': 1, '加油': 1, '出國': 7, '國外': 1, '旅遊': 1}"
884,{},{},"{'電影': 1, '加油': 1, '出國': 1, '旅遊': 2, '海外': 1}"
885,{},{},"{'電影': 1, '加油': 1, '出國': 1, '機票': 1, '國外': 4, '飯店': 2, '旅遊': 1}"
886,{},{},"{'電影': 1, '加油': 1, '出國': 1}"
887,{},{},"{'電影': 3, '加油': 1, '出國': 1}"
888,{},{},"{'電影': 1, '加油': 1, '出國': 1, '機票': 1, '保險': 1}"
889,{},{},"{'電影': 1, '加油': 1, '出國': 2, '國外': 2, '機場': 2, '機票': 2}"
890,{},{},"{'電影': 1, '加油': 1, '出國': 1, '機票': 2, '保費': 1, '國外': 4}"
891,{},{},"{'機場': 12, '機票': 2, '出國': 1}"
892,{},{},"{'威秀': 2, '電影': 1}"
893,{},{},"{'電影': 2, '加油': 1, '國外': 1, '保費': 5, '保險': 2}"
894,"{'台新': 19, 'Richart': 3}",{'gogo': 3},"{'保費': 1, '保險': 1}"
895,"{'國泰': 12, 'KOKO': 52, '國泰世華': 6}",{},"{'海外': 39, '出國': 1, '旅遊': 9, '機票': 4, '國外': 4, '電影': 1, '加油': 1}"
896,{'永豐': 65},{'大戶': 1},{'保費': 1}
897,"{'中國信託': 1, '玉山': 2, '中信': 1, '國泰': 1}",{},{'國外': 1}
898,{},{},{}
899,{},{},{}
900,{'台新': 2},{},{'加油': 1}
901,{'玉山': 11},{},"{'機票': 1, '保險': 1}"
902,{},{},"{'電影': 3, '加油': 1, '國外': 2, '海外': 4, '出國': 1, '旅遊': 2, '機場': 1, '保險': 1}"
903,"{'中信': 2, '中國信託': 1}",{},{'海外': 2}
904,{'玉山': 29},{'Pi': 6},{'保費': 2}
905,{},{},{'機票': 10}
906,"{'中信': 1, '中國信託': 1}",{},{'海外': 1}
907,{'台新': 13},{},"{'電影': 1, '加油': 1, '保險': 3, '保費': 2, '國外': 1, '機場': 1, '海外': 1, '機票': 1, '旅行': 1}"
908,"{'玉山': 1, '國泰': 1, '中國信託': 1, '國泰世華': 1}",{},"{'機票': 17, '機場': 17, '出國': 2, '國外': 9}"
909,{},{},{'中油': 1}
910,{'玉山': 18},{'Only': 2},{}
911,{'永豐': 10},{},{'保費': 2}
912,{},{},{'國外': 1}
913,{},{},"{'國外': 1, '旅遊': 1}"
914,"{'中國信託': 10, '中信': 5}",{},"{'機票': 1, '海外': 1}"
915,{},{},{'威秀': 1}
916,{},{},"{'電影': 1, '加油': 1}"
917,{},{},"{'電影': 1, '加油': 1, '出國': 1}"
918,{'台新': 6},{},"{'電影': 1, '加油': 1, '機票': 4, '保險': 1}"
919,{},{},"{'加油': 2, '國外': 4, '保險': 1}"
920,{},{},"{'電影': 1, '加油': 10, '出國': 1}"
921,{},{},"{'電影': 1, '加油': 1, '出國': 1}"
922,{},{},{}
923,{'兆豐': 1},{'Pi': 1},{'加油': 4}
924,{},{},"{'電影': 1, '加油': 3, '國外': 3, '保險': 3}"
925,"{'中國信託': 1, '台新': 1}",{},"{'威秀': 13, '電影': 11}"
926,"{'台新': 18, '國泰': 1}",{'gogo': 3},{'保險': 1}
927,{'兆豐': 30},{},"{'電影': 7, '旅平險': 1, '旅遊': 1, '保險': 1}"
928,{},{},"{'加油': 4, '國外': 6, '保險': 6, '海外': 3}"
929,{},{},"{'電影': 1, '加油': 3, '國外': 3, '保險': 3}"
930,{},{},"{'國外': 1, '機票': 9, '海外': 3, '旅遊': 1, '機場': 4}"
931,{},{},{'海外': 2}
932,"{'台新': 30, 'Richart': 24}","{'Pi': 3, 'GOGO': 1}","{'保費': 6, '國外': 1, '旅遊': 1, '機票': 1, '保險': 2}"
933,{},{},"{'出國': 6, '海外': 7, '旅行': 1, '國外': 6, '旅遊': 1}"
934,"{'國泰': 15, 'KOKO': 30, '國泰世華': 8}",{'Pi': 1},"{'國賓': 3, '電影': 1}"
935,{},{},"{'電影': 2, '加油': 2}"
936,{'永豐': 3},{'大戶': 1},{'國外': 8}
937,{},{},"{'保險': 1, '國外': 3, '海外': 1, '出國': 1, '旅遊': 1}"
938,{'永豐': 21},{'大戶': 15},{'國外': 1}
939,{'永豐': 1},{},"{'電影': 8, '飯店': 1, '旅遊': 1}"
940,{'中信': 1},{},"{'國外': 3, '旅遊': 2, '保險': 1, '機場': 4}"
941,{},{},"{'出國': 1, '旅遊': 1}"
942,{},{},"{'出國': 1, '旅遊': 1}"
943,"{'中國信託': 11, '中信': 6}",{},"{'機票': 2, '出國': 1, '國外': 1, '海外': 2}"
944,{'中國信託': 1},{'Pi': 1},"{'國外': 2, '旅遊': 1}"
945,{},{},"{'電影': 1, '加油': 1}"
946,{'台新': 1},{},"{'電影': 1, '加油': 1}"
947,{},{},"{'電影': 1, '加油': 1}"
948,{'台新': 3},{},"{'電影': 1, '加油': 1}"
949,{'台新': 4},{},"{'電影': 1, '加油': 1}"
950,{},{},"{'國外': 1, '機票': 12}"
951,{},{},"{'電影': 1, '加油': 1, '機票': 2}"
952,{},{},"{'加油': 4, '電影': 1, '機場': 2, '機票': 1}"
953,{'兆豐': 17},{},"{'國外': 3, '出國': 1, '旅遊': 1}"
954,{},{},"{'電影': 4, '加油': 1, '出國': 1}"
955,{},{},"{'加油': 2, '國外': 4, '保險': 2}"
956,{},{},{}
957,"{'國泰': 1, 'koko': 1, '玉山': 1, '台新': 1, '中信': 1}",{'gogo': 1},"{'旅遊': 1, '飯店': 2}"
958,{'中信': 4},{},"{'電影': 1, '加油': 3, '保險': 1, '旅遊': 3, '國外': 1}"
959,"{'台新': 18, 'Richart': 19}",{},"{'出國': 6, '國外': 5, '機票': 10, '旅遊': 10, '海外': 10, '保費': 1}"
960,{},{},{'威秀': 1}
961,"{'中信': 7, '中國信託': 8, '玉山': 1}",{},"{'機場': 3, '出國': 1, '國外': 1, '機票': 2}"
962,"{'國泰': 2, 'koko': 2, '玉山': 2, '中國信託': 1, '中信': 1, '永豐': 1}",{'Pi': 8},"{'威秀': 1, '國外': 2, '旅遊': 1}"
963,"{'國泰': 14, '國泰世華': 5}",{},"{'海外': 9, '國外': 14, '旅遊': 2, '機場': 2, '電影': 2}"
964,{},{},"{'加油': 1, '保險': 1, '國外': 2, '海外': 1}"
965,{},{},"{'加油': 1, '保險': 2, '海外': 3, '國外': 2}"
966,"{'中信': 2, '國泰': 1}",{},"{'電影': 1, '加油': 2, '國外': 9, '保險': 1}"
967,"{'玉山': 28, '國泰': 1, 'KOKO': 1, '台新': 1, '兆豐': 1}",{'Pi': 2},"{'電影': 2, '加油': 2, '旅遊': 1}"
968,{'台新': 4},{},"{'電影': 1, '加油': 1, '國外': 4, '海外': 9, '保費': 1, '機票': 4, '機場': 4, '旅遊': 4, '出國': 1, '保險': 2}"
969,{'中國信託': 1},{},"{'電影': 1, '加油': 2, '國外': 5, '保險': 2}"
970,"{'國泰': 25, 'KOKO': 56, '國泰世華': 10}",{},"{'海外': 2, '出國': 1}"
971,{},{},"{'加油': 4, '電影': 1, '機票': 1}"
972,{'兆豐': 28},{},"{'電影': 6, '保費': 2}"
973,"{'台新': 20, '國泰': 3}",{},"{'機票': 16, '海外': 12, '旅遊': 2}"
974,{},{'PI': 1},{'國外': 2}
975,"{'中信': 1, '中國信託': 2}",{},{'海外': 1}
976,"{'台新': 47, 'Richart': 56}",{'GOGO': 1},"{'保費': 2, '出國': 4, '機票': 2, '國外': 2, '旅遊': 1, '保險': 3}"
977,"{'中國信託': 8, '中信': 1}",{},"{'機場': 5, '出國': 1, '海外': 4, '機票': 3}"
978,{},{},"{'加油': 1, '保險': 1, '國外': 2, '海外': 1}"
979,{'兆豐': 50},{},"{'電影': 7, '國外': 2, '機票': 1}"
980,{},{},{'國外': 1}
981,{'中信': 3},{},{'機票': 3}
982,{},{},{}
983,{},{},{'威秀': 5}
984,{'國泰': 1},{},"{'加油': 1, '中油': 1}"
985,{},{},{}
986,{},{},{}
987,{},{},{}
988,{},{},{}
989,{},{},"{'出國': 1, '旅遊': 1}"
990,{},{},"{'出國': 1, '旅遊': 1}"
991,{},{},"{'加油': 2, '出國': 1, '旅遊': 1}"
992,{},{},"{'出國': 1, '旅遊': 1}"
993,{},{},"{'出國': 1, '旅遊': 1}"
994,{},{},"{'出國': 1, '旅遊': 1}"
995,{},{},{'海外': 1}
996,{},{},"{'電影': 1, '加油': 1, '飯店': 5}"
997,{},{},{}
998,{},{},{}
999,{'國泰': 1},{},{'機票': 3}
1000,{'永豐': 27},{},"{'運動': 2, '中油': 1, '國外': 1, '加油': 1}"
1001,"{'中信': 14, '中國信託': 21, '國泰': 1, 'KOKO': 1}",{},"{'海外': 14, '機場': 12, '國外': 6, '機票': 5, '出國': 2, '旅遊': 4, '旅行': 4, '運動': 1, '旅平險': 1, '保險': 1}"
1002,{'中信': 1},{},{'海外': 1}
1003,"{'中國信託': 1, '中信': 2, '台新': 2, '永豐': 1, '國泰': 3, '玉山': 1, '國泰世華': 2}",{},"{'機票': 2, '海外': 1, '電影': 4}"
1004,"{'玉山': 50, '國泰': 1, 'KOKO': 1, '台新': 1, '兆豐': 1}","{'Pi': 6, 'Only': 3}","{'電影': 13, '加油': 3, '旅遊': 1, '保費': 1, '威秀': 2, '國賓': 4}"
1005,"{'國泰世華': 14, '國泰': 11, 'KOKO': 4, '台新': 2}",{},{}
1006,{},{},{}
1007,{'玉山': 43},"{'Only': 8, '大戶': 1}",{'機場': 1}
1008,{},{},"{'電影': 1, '加油': 1}"
1009,"{'中國信託': 16, '中信': 13}",{},"{'國外': 3, '旅行': 3, '機場': 6, '機票': 5, '旅遊': 2, '保險': 2, '飯店': 1, '海外': 14}"
1010,"{'國泰': 11, 'KOKO': 26, '國泰世華': 1}",{},"{'海外': 17, '運動': 7, '出國': 1, '電影': 2, '飯店': 1, '加油': 1}"
1011,{},{},"{'海外': 1, '國外': 4, '出國': 1}"
1012,"{'台新': 14, 'Richart': 7, 'richart': 4}",{'gogo': 4},"{'保費': 1, '出國': 3, '機票': 1, '國外': 1, '旅遊': 1, '海外': 2}"
1013,{},{},"{'國外': 7, '威秀': 5, '旅行': 2, '機票': 1}"
1014,"{'台新': 22, 'Richart': 4, '國泰': 5, '玉山': 4, '國泰世華': 1}",{},"{'保費': 1, '出國': 3, '機票': 2, '國外': 1, '旅遊': 1}"
1015,"{'兆豐': 43, '玉山': 1}",{},"{'國外': 7, '電影': 7, '機票': 1}"
1016,"{'richart': 1, '中信': 1, '玉山': 1, '台新': 1}",{},{}
1017,{'兆豐': 35},{},{'電影': 1}
1018,{'玉山': 19},"{'Only': 1, 'Pi': 2}","{'電影': 2, '加油': 2, '旅遊': 1}"
1019,{},{},{'國外': 9}
1020,"{'國泰世華': 6, '國泰': 12, '玉山': 1, '中信': 1, 'koko': 2}",{},{}
1021,"{'中國信託': 7, '中信': 7}",{},"{'海外': 2, '國外': 1, '機票': 2}"
1022,"{'國泰世華': 1, '台新': 1}",{},{}
1023,"{'中國信託': 5, '中信': 5}",{},{'機票': 2}
1024,"{'中國信託': 1, '永豐': 3}",{},"{'電影': 1, '加油': 3}"
1025,{},{},"{'電影': 1, '加油': 1}"
1026,{},{},"{'威秀': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1027,{},{},{'國外': 2}
1028,{'玉山': 12},{},"{'加油': 2, '保險': 1}"
1029,{},{},{'機票': 9}
1030,{},{},"{'機票': 21, '機場': 6, '旅行': 1}"
1031,"{'中國信託': 7, '中信': 4}",{},{}
1032,{},{},{}
1033,{},{},{'機票': 10}
1034,{'玉山': 43},"{'Pi': 3, '大戶': 1}","{'加油': 26, '旅遊': 13, '海外': 7, '電影': 2, '國外': 2, '機場': 3, '中油': 2}"
1035,{},{'Only': 1},{'機票': 8}
1036,"{'國泰': 6, '中國信託': 3, '中信': 7}",{},"{'機票': 3, '國外': 2, '中油': 2, '加油': 1}"
1037,"{'中國信託': 7, '中信': 3}",{},"{'海外': 4, '機票': 6, '機場': 3, '飯店': 3, '出國': 1, '國外': 1, '旅遊': 1, '保險': 1}"
1038,"{'中國信託': 11, '中信': 8}",{},"{'國外': 3, '機票': 6, '海外': 3}"
1039,{},{},{'旅遊': 1}
1040,"{'國泰世華': 8, '國泰': 1}",{},"{'機票': 9, '國外': 1, '出國': 1}"
1041,{'國泰': 1},{},"{'機票': 9, '海外': 6, '國外': 2, '飯店': 3, '旅遊': 4, '機場': 4, '出國': 1}"
1042,{'玉山': 16},{},"{'加油': 9, '中油': 1}"
1043,"{'中國信託': 2, '玉山': 3}",{},{'海外': 1}
1044,"{'台新': 14, 'Richart': 4}",{},{}
1045,{},{},{'旅遊': 1}
1046,{},{},{'保險': 1}
1047,{},{},"{'國外': 5, '飯店': 1, '旅遊': 4, '機場': 4, '海外': 1, '威秀': 1}"
1048,{},{},"{'國外': 2, '海外': 8, '出國': 1, '旅遊': 1}"
1049,"{'國泰世華': 3, '國泰': 8, '台新': 3, 'koko': 3}",{},{'保險': 1}
1050,{'兆豐': 2},{},{}
1051,"{'台新': 3, '玉山': 1}",{},{}
1052,{'玉山': 21},{},{}
1053,{'永豐': 13},{},"{'旅遊': 6, '飯店': 2, '國外': 2, '出國': 1}"
1054,{},{},{}
1055,{},{},{'機場': 8}
1056,{},{},{}
1057,{},{},{'國外': 1}
1058,{'中國信託': 1},{},"{'保險': 1, '中油': 10, '加油': 9}"
1059,{},{},{}
1060,"{'中信': 13, '中國信託': 8}",{},"{'中油': 2, '電影': 1, '旅遊': 2, '機場': 1, '旅行': 1}"
1061,"{'國泰': 24, 'KOKO': 34, '國泰世華': 7}",{'Pi': 3},"{'海外': 2, '出國': 1, '國賓': 3}"
1062,"{'中國信託': 10, '中信': 3, '國泰': 1}",{},"{'海外': 2, '國外': 1}"
1063,"{'台新': 15, '國泰': 1, 'Richart': 6}",{},"{'旅遊': 4, '海外': 1, '保險': 1, '機場': 5, '旅平險': 1}"
1064,"{'國泰': 2, '台新': 29, 'Richart': 3, 'koko': 3, '玉山': 1}",{'gogo': 3},{'保費': 1}
1065,{'永豐': 21},{},{}
1066,{'中信': 11},{},"{'機票': 2, '保險': 1}"
1067,"{'國泰世華': 16, '國泰': 5, '玉山': 1, '中信': 1}",{},{}
1068,{},{},"{'國外': 15, '運動': 1, '飯店': 1}"
1069,{},{},"{'機場': 17, '機票': 1, '出國': 1}"
1070,"{'中信': 1, '永豐': 2, '玉山': 4, 'Richart': 1, '台新': 2}",{},"{'保費': 1, '國賓': 1, '加油': 4, '中油': 1}"
1071,"{'國泰': 7, 'koko': 7, '台新': 6}",{'gogo': 3},{'保費': 1}
1072,{'中信': 5},{},"{'保險': 1, '飯店': 3, '海外': 15, '國外': 12, '機票': 4, '機場': 15, '旅遊': 2, '出國': 3}"
1073,{},{},"{'加油': 1, '國外': 1, '旅遊': 1}"
1074,{'台新': 1},{},"{'中油': 1, '加油': 1, '旅遊': 1}"
1075,{},{},"{'加油': 4, '國外': 2, '海外': 2}"
1076,{},{},{'威秀': 1}
1077,{'玉山': 14},{},{}
1078,{'玉山': 16},{},{'電影': 1}
1079,{'中信': 1},{},"{'旅遊': 2, '機場': 3, '出國': 1, '飯店': 2, '機票': 1}"
1080,{},{},{'保費': 4}
1081,{'國泰': 1},{},"{'機票': 1, '機場': 12}"
1082,{'中信': 2},{},"{'機票': 1, '機場': 14}"
1083,{},{},{}
1084,"{'中信': 2, '國泰': 1}",{},"{'旅遊': 2, '國外': 2, '出國': 5, '海外': 1}"
1085,{},{},"{'電影': 13, '威秀': 5}"
1086,{'中信': 1},{},{'海外': 1}
1087,{'台新': 2},{},{}
1088,{'國泰': 3},{},"{'機票': 9, '機場': 1}"
1089,{},{},{'保險': 4}
1090,{},{},{}
1091,{},{},"{'旅遊': 2, '保險': 1}"
1092,{},{},"{'機票': 3, '機場': 10}"
1093,{},{},"{'機場': 19, '保險': 1}"
1094,{},{},"{'機票': 1, '機場': 33, '飯店': 8, '旅行': 1}"
1095,{},{},"{'電影': 20, '威秀': 7, '國賓': 2}"
1096,{},{},"{'機場': 3, '出國': 2, '保險': 2}"
1097,{},{},"{'機票': 10, '出國': 1}"
1098,{'中信': 5},{},"{'機票': 6, '國外': 1, '飯店': 1}"
1099,{},{},"{'機票': 43, '機場': 16}"
1100,"{'台新': 17, 'Richart': 1}",{},{}
1101,{},{},"{'出國': 2, '旅行': 1, '機票': 1, '機場': 2}"
1102,{'台新': 1},{},{}
1103,{},{},"{'出國': 1, '機票': 1, '機場': 2, '國外': 1}"
1104,{},{},"{'出國': 1, '機票': 1, '機場': 2}"
1105,{},{},"{'出國': 3, '機票': 1, '機場': 7}"
1106,{},{},{'機場': 7}
1107,{},{},"{'電影': 1, '運動': 1}"
1108,{},{},{'機票': 9}
1109,{},{},{}
1110,"{'國泰': 2, 'KOKO': 1, '玉山': 2, '兆豐': 1, '台新': 1}",{'gogo': 1},"{'出國': 2, '機票': 1, '海外': 1, '國外': 1}"
1111,{},{},{}
1112,{},{},{}
1113,{'中國信託': 3},{},{}
1114,"{'台新': 2, '兆豐': 4, '中國信託': 1, '國泰世華': 1, '玉山': 5, '國泰': 2, 'KOKO': 2}",{'gogo': 1},{'電影': 1}
1115,{'兆豐': 2},{},{}
1116,{},{},{}
1117,{},{},"{'國外': 9, '海外': 6}"
1118,{},{},{}
1119,{},{},"{'出國': 1, '旅遊': 3, '國外': 5, '海外': 3, '機場': 11, '飯店': 1}"
1120,{},{},"{'保險': 17, '旅平險': 2, '出國': 1, '保費': 7}"
1121,{},{},{'保險': 3}
1122,{},{},{'海外': 1}
1123,"{'國泰世華': 1, '中國信託': 1, '玉山': 1, '兆豐': 1, '台新': 1}",{},"{'保險': 4, '旅遊': 8, '機票': 1, '飯店': 11}"
1124,{'永豐': 1},{},{}
1125,"{'玉山': 1, '中國信託': 1}",{},{'國外': 3}
1126,{'國泰世華': 1},{},{'保費': 1}
1127,"{'國泰世華': 1, '兆豐': 1, '永豐': 1, '玉山': 2, '台新': 1, '中國信託': 2}",{},{}
1128,{'中信': 2},{},"{'機票': 1, '機場': 11}"
1129,"{'國泰': 1, '台新': 1}",{},"{'機票': 1, '旅遊': 2, '機場': 8}"
1130,"{'玉山': 1, '中信': 1}",{'Pi': 1},"{'國外': 9, '海外': 3, '機場': 1, '機票': 1, '旅行': 1}"
1131,"{'台新': 2, '國泰': 1, '兆豐': 1}",{},{}
1132,{},{},{}
1133,{},{},{}
1134,"{'國泰世華': 7, '國泰': 4, '玉山': 1, '中信': 1}",{},{}
1135,"{'台新': 12, 'richart': 2, 'Richart': 1}",{'gogo': 1},{}
1136,"{'國泰': 1, '台新': 1}",{},"{'旅遊': 3, '電影': 1}"
1137,{},{},{}
1138,{},{},"{'電影': 5, '海外': 1}"
1139,"{'中信': 6, '國泰': 3}",{},"{'機票': 16, '出國': 1, '機場': 1}"
1140,{},{},"{'機票': 36, '機場': 5, '飯店': 2, '旅行': 1, '出國': 1}"
1141,{},{},"{'出國': 3, '機票': 1, '機場': 22}"
1142,{},{},{}
1143,{},{},{}
1144,{},{},{}
1145,{},{'Only': 2},{}
1146,{},{},"{'保險': 34, '保費': 16}"
1147,{},{},{}
1148,{},{},{}
1149,{},{'only': 1},{}
1150,"{'台新': 2, '中國信託': 3, '玉山': 4, '中信': 3}",{'Pi': 7},{'海外': 2}
1151,"{'玉山': 11, '兆豐': 5, '永豐': 5}",{'Only': 7},"{'海外': 4, '旅遊': 5, '出國': 1, '機票': 2, '機場': 2}"
1152,"{'國泰世華': 4, '中國信託': 3, '玉山': 1, '兆豐': 1, '永豐': 1}","{'Pi': 1, '大戶': 1}","{'海外': 2, '旅遊': 1}"
1153,{'玉山': 27},"{'Ubear': 1, 'Only': 15}","{'旅遊': 5, '國外': 1, '海外': 1, '機票': 2, '機場': 2}"
1154,"{'永豐': 2, '玉山': 4, '台新': 2, 'Richart': 6, '中國信託': 2, '中信': 2}","{'大戶': 4, 'Pi': 8, 'Only': 1}","{'旅遊': 11, '國外': 5, '出國': 4, '海外': 9, '旅平險': 4, '保險': 2, '機票': 1}"
1155,{},{},{'旅遊': 5}
1156,"{'國泰世華': 5, '國泰': 1, '台新': 1, '中國信託': 2, '玉山': 2}",{},"{'出國': 6, '旅遊': 10, '機場': 31, '機票': 23, '國外': 12, '旅行': 5}"
1157,"{'台新': 1, '玉山': 1}","{'Flygo': 1, 'Only': 1}","{'旅遊': 5, '海外': 4, '出國': 2}"
1158,{'永豐': 2},{'大戶': 4},"{'海外': 10, '國外': 3, '電影': 1, '加油': 4, '威秀': 2, '旅遊': 2}"
1159,{'玉山': 1},{},{}
1160,"{'台新': 2, 'Richart': 2, '國泰': 1, 'KOKO': 1, '永豐': 10, '兆豐': 1}",{'大戶': 14},"{'國外': 4, '保費': 5, '旅遊': 1, '電影': 1}"
1161,"{'兆豐': 8, '玉山': 3, '台新': 1, '永豐': 2}",{'大戶': 1},"{'旅遊': 10, '海外': 25, '機票': 5, '國外': 7, '出國': 2, '旅平險': 5, '保費': 2}"
1162,{},{},{}
1163,{},{},{}
1164,{},{},"{'海外': 6, '旅遊': 3, '機場': 1, '機票': 1}"
1165,"{'台新': 1, 'Richart': 1, '中信': 1, '玉山': 1}",{},{'海外': 1}
1166,"{'永豐': 3, '中國信託': 2, '台新': 1, 'Richart': 1, '中信': 1}",{},"{'海外': 3, '旅遊': 1}"
1167,"{'國泰': 2, '國泰世華': 1, '台新': 1}",{},"{'旅遊': 1, '機場': 2, '機票': 6, '國外': 1}"
1168,{},{},{'機場': 1}
1169,"{'兆豐': 4, '國泰世華': 1, '國泰': 1}",{},"{'海外': 2, '機場': 1}"
1170,"{'永豐': 3, '台新': 3, 'Richart': 2, '中國信託': 2, '玉山': 1}",{},"{'機票': 1, '旅平險': 1, '海外': 7, '旅遊': 4, '出國': 2}"
1171,{},{},"{'海外': 2, '國外': 1, '電影': 3}"
1172,"{'兆豐': 9, '中信': 2}",{},"{'健身房': 1, '運動': 1}"
1173,{},{},{}
1174,{},{},{'加油': 1}
1175,{},{},{}
1176,"{'玉山': 4, '國泰': 1, 'KOKO': 1, '台新': 1, 'Richart': 1}",{'Pi': 7},"{'保費': 3, '加油': 1, '保險': 1}"
1177,{'中國信託': 1},{},{'海外': 1}
1178,{'台新': 1},{'GOGO': 1},{}
1179,{},{},{'加油': 1}
1180,"{'玉山': 1, '中國信託': 2, '中信': 2}",{},{'機場': 3}
1181,"{'國泰世華': 3, 'KOKO': 7, '國泰': 2}",{},"{'機場': 13, '機票': 7}"
1182,{},{},"{'旅行': 1, '海外': 3, '旅遊': 1, '保費': 1}"
1183,"{'國泰': 1, '中信': 1, '國泰世華': 6, '中國信託': 5, 'KOKO': 3, '台新': 1}",{},"{'機場': 7, '海外': 7, '旅遊': 1, '電影': 2, '保險': 1, '保費': 2, '機票': 3, '國外': 2, '加油': 1}"
1184,"{'中信': 2, '玉山': 2}",{'Pi': 4},"{'海外': 4, '保費': 1, '出國': 1}"
1185,{'兆豐': 2},{},"{'機票': 1, '海外': 1}"
1186,"{'玉山': 9, '中國信託': 1, '中信': 1}",{},"{'電影': 4, '國賓': 1}"
1187,{'永豐': 3},{},"{'海外': 3, '國外': 1, '旅平險': 1}"
1188,"{'台新': 11, '兆豐': 5, '國泰世華': 7, '永豐': 6, '玉山': 7, '中國信託': 4}",{},"{'運動': 1, '威秀': 2}"
1189,{},{},"{'國外': 1, '海外': 1}"
1190,"{'國泰世華': 1, 'KOKO': 2}",{},{'保費': 1}
1191,{'兆豐': 1},{},{}
1192,{'中國信託': 2},{},"{'加油': 1, '旅遊': 1, '中油': 1, '機場': 2, '國外': 1, '海外': 1}"
1193,"{'國泰世華': 1, 'KOKO': 1, '台新': 1, 'Richart': 1}",{},"{'機場': 1, '加油': 1, '海外': 1}"
1194,"{'國泰世華': 4, '台新': 4, '永豐': 8, '中國信託': 6}",{},"{'電影': 2, '機場': 3, '海外': 3, '旅行': 1, '保險': 1, '加油': 1}"
1195,{},{},"{'海外': 2, '保費': 2, '旅平險': 1, '飯店': 2}"
1196,{},{},{}
1197,"{'台新': 2, '國泰': 5, '國泰世華': 6}",{},"{'機票': 4, '海外': 10}"
1198,"{'台新': 1, '國泰': 1}",{},"{'機票': 1, '旅遊': 1, '機場': 6, '海外': 1, '威秀': 1}"
1199,{},{},"{'旅遊': 5, '海外': 2, '機票': 5, '飯店': 1, '機場': 3}"
1200,{},{},"{'出國': 1, '機票': 1, '國外': 2, '旅平險': 1, '海外': 2, '飯店': 1, '旅遊': 1}"
1201,"{'國泰世華': 6, 'KOKO': 3, '玉山': 2, '中國信託': 1, '台新': 1}",{},{'機場': 1}
1202,"{'兆豐': 11, '中國信託': 1}",{},{}
1203,"{'國泰世華': 1, '台新': 1, '國泰': 3}",{},"{'機票': 4, '出國': 1, '旅行': 1, '旅遊': 1, '機場': 3, '海外': 3}"
1204,{'台新': 1},{},{'機票': 2}
1205,{},{},{}
1206,"{'台新': 1, '國泰': 1}",{},"{'機票': 1, '旅遊': 1, '機場': 6, '海外': 1, '威秀': 1}"
1207,"{'永豐': 2, '兆豐': 2, '台新': 1, '中國信託': 2}",{},"{'機場': 1, '旅遊': 1}"
1208,{},{},"{'海外': 1, '國外': 1}"
1209,"{'國泰世華': 1, '玉山': 1}",{},"{'出國': 1, '旅行': 1, '機票': 1, '海外': 3}"
1210,{},{},"{'國外': 3, '海外': 1, '出國': 1, '旅遊': 1}"
1211,"{'國泰世華': 1, '台新': 2}",{},"{'海外': 1, '保費': 1}"
1212,{},{},{}
1213,{},{},{}
1214,{},{},"{'海外': 4, '旅遊': 1}"
1215,{},{},"{'海外': 9, '加油': 1, '飯店': 1, '旅遊': 4, '旅行': 2, '保險': 5, '國外': 1}"
1216,{},{},"{'旅遊': 6, '機場': 5, '國外': 2, '出國': 2, '機票': 1, '旅行': 4, '保險': 5}"
1217,{},{},{'機票': 17}
1218,"{'國泰世華': 5, 'KOKO': 14}",{'Pi': 1},"{'國賓': 2, '電影': 2}"
1219,{'國泰世華': 1},{},{}
1220,"{'國泰': 6, '台新': 7}",{},"{'保費': 4, '海外': 1}"
1221,"{'台新': 5, 'Richart': 2, '永豐': 2}",{},"{'出國': 1, '海外': 9, '加油': 1}"
1222,"{'中信': 1, '兆豐': 3, '中國信託': 2, '國泰世華': 2, '玉山': 2}",{},"{'保險': 2, '出國': 1, '電影': 1, '國外': 2, '機票': 2, '旅平險': 2, '旅行': 1, '國賓': 1, '中油': 1, '加油': 1, '海外': 1, '機場': 1}"
