,age,serveTime,ApplyCard,credLimit,Loan,SalPerY,holdCard,Caree
1249,32,144,"['玉山', 'Ubear']",,1,700000,1,2
1250,25,26,[],200000,0,650000,1,2
1251,33,72,[],60000,,400000,1,2
1252,27,39,[],,,450000,0,2
1253,30,,"['台新', 'GoGo']",100000,0,450000,0,2
1254,30,72,"['台新', 'GoGo', 'Flygo']",,0,800000,1,2
1255,34,120,[],,2,,0,3
1256,,13,"['台新', 'GoGo', '國泰', 'KOKO']",,0,150000,0,2
1257,22,5,[],20000,1,250000,0,1
1258,22,3,[],,0,360000,0,2
1259,25,1,"['台新', 'GoGo']",,0,720000,1,2
1260,24,10,"['台新', 'GoGo']",150000,3,450000,0,2
1261,33,12,"['台新', 'GoGo']",,0,500000,1,2
1262,24,10,"['台新', 'GoGo']",30000,,240000,0,3
1263,30,76,"['台新', 'GoGo']",230000,0,800000,0,3
1264,22,0,['Richart'],30000,,300000,0,2
1265,30,36,"['台新', 'GoGo']",100000,0,300000,1,2
1266,29,36,"['台新', 'GoGo']",,0,360000,1,2
1267,21,6,"['台新', 'GoGo']",,1,300000,1,2
1268,28,29,"['台新', 'GoGo']",310000,1,,1,2
1269,30,7,"['台新', 'GoGo']",,0,600000,1,2
1270,21,8,"['台新', 'GoGo']",,0,260000,0,2
1271,,12,"['台新', 'GoGo']",,0,400000,0,2
1272,28,36,"['台新', 'GoGo']",50000,0,410000,0,2
1273,26,12,"['台新', 'GoGo']",200000,0,600000,1,2
1274,27,3,[],120000,0,400000,0,4
1275,28,22,"['台新', 'GoGo']",,1,1200000,1,2
1276,36,72,[],100000,0,400000,1,2
1277,24,8,[],,3,200000,0,2
1278,22,12,"['台新', 'GoGo']",20000,0,250000,1,2
1279,22,36,"['台新', 'GoGo']",,0,400000,0,1
1280,23,4,"['台新', 'GoGo']",120000,0,400000,0,2
1281,,3,"['台新', 'GoGo']",50000,0,,0,2
1282,23,4,"['台新', 'GoGo']",80000,1,400000,0,2
1283,25,0,"['台新', 'GoGo']",,0,500000,1,2
1284,23,0,[],20000,1,200000,1,1
1285,20,19,[],20000,0,150000,0,1
1286,,19,"['台新', 'GoGo']",60000,0,400000,0,2
1287,22,3,"['台新', 'GoGo']",,1,420000,0,2
1288,24,1,[],,0,300000,1,2
1289,23,3,['國泰'],80000,1,400000,1,2
1290,25,9,['新光'],90000,0,500000,1,2
1291,24,1,['GoGo'],120000,0,500000,1,2
1292,28,36,[],,0,480000,1,2
1293,25,,"['台新', 'GoGo']",,0,400000,1,2
1294,22,14,[],,,820000,1,2
1295,27,0,[],,3,350000,0,2
1296,28,36,"['台新', 'GoGo']",260000,0,800000,1,2
1297,42,192,"['國泰', 'KOKO', '台新', 'GoGo']",,2,900000,1,4
1298,27,2,"['台新', 'GoGo']",220000,,600000,1,3
1299,,7,[],120000,0,320000,0,2
1300,25,8,"['台新', 'GoGo']",50000,0,350000,0,3
1301,23,12,[],150000,0,,0,2
1302,24,,"['台新', 'GoGo']",,0,400000,0,1
1303,24,39,"['台新', 'GoGo']",250000,0,910000,1,3
1304,30,60,[],230000,0,660000,1,2
1305,24,2,"['台新', 'GoGo']",200000,0,,0,2
1306,24,2,"['台新', 'GoGo']",200000,0,,0,2
1307,,,[],,,,0,2
1308,26,12,[],,1,650000,0,2
1309,,,[],,,,0,2
1310,35,96,['GoGo'],100000,0,750000,1,4
1311,24,24,[],,0,400000,1,2
1312,24,4,"['台新', 'GoGo']",100000,0,650000,0,2
1313,22,48,"['台新', 'Flygo', 'GoGo', '國泰', 'KOKO']",60000,,300000,1,2
1314,27,12,[],50000,0,600000,0,2
1315,22,1,"['台新', 'GoGo', '中信', 'LINEPay']",50000,0,440000,0,2
1316,25,12,[],,,400000,1,2
1317,36,48,"['台新', 'GoGo']",160000,1,800000,1,2
1318,28,36,"['Richart', 'GoGo']",150000,1,500000,1,3
1319,,120,"['台新', 'GoGo', '國泰', 'KOKO']",,2,830000,1,2
1320,28,24,[],,3,500000,0,2
1321,28,36,[],,1,400000,1,2
1322,32,60,[],,0,,1,2
1323,26,12,"['台新', 'GoGo', '渣打']",,0,,1,4
1324,27,14,"['台新', 'GoGo', 'Flygo', '玉山', 'Pi']",,0,700000,1,2
1325,23,31,[],,0,400000,1,2
1326,20,12,"['台新', 'GoGo']",20000,0,230000,0,2
1327,,,[],,,,0,2
1328,23,9,"['台新', 'GoGo', '台新', 'Flygo']",50000,1,600000,0,2
1329,35,12,[],100000,0,550000,0,2
1330,28,9,[],,0,400000,0,2
1331,24,15,"['台新', 'GoGo', '玉山', 'Pi']",,0,500000,1,4
1332,,,[],,,,0,2
1333,22,3,"['中信', 'LINEPay']",,,450000,0,2
1334,,12,"['台新', 'GoGo']",,1,350000,0,2
1335,25,48,"['台新', 'GoGo']",30000,0,450000,0,2
1336,25,17,"['台新', 'GoGo']",50000,1,400000,0,2
1337,21,26,"['台新', 'GoGo', 'GoGo']",20000,0,330000,1,2
1338,25,1,"['台新', 'GoGo']",50000,0,300000,0,2
1339,28,48,['GoGo'],,3,,1,2
1340,,,[],,,,0,2
1341,21,4,"['台新', 'GoGo']",,0,400000,1,2
1342,28,48,['玉山'],,0,840000,1,3
1343,,,['GoGo'],,,1000000,1,2
1344,,,[],,,,0,2
1345,27,,"['台新', 'GoGo']",80000,0,360000,0,2
1346,31,11,"['台新', 'GoGo']",,0,600000,1,2
1347,30,12,"['台新', 'GoGo']",,0,600000,1,2
1348,23,12,"['台新', 'GoGo']",,0,340000,0,2
1349,24,12,[],,1,500000,0,2
1350,28,24,[],,0,650000,1,2
1351,26,12,[],,,1300000,1,4
1352,20,15,"['台新', 'GoGo']",,0,200000,0,2
1353,21,12,"['台新', 'GoGo']",20000,0,270000,1,2
1354,23,3,"['台新', 'GoGo']",80000,0,320000,0,2
1355,,3,"['台新', 'GoGo']",250000,0,600000,0,4
1356,23,12,"['台新', 'GoGo']",,0,700000,0,2
1357,24,12,"['台新', 'GoGo']",,0,240000,1,2
1358,24,24,[],,1,350000,0,2
1359,27,11,[],60000,0,500000,0,2
1360,35,24,[],,0,,1,2
1361,25,4,"['台新', 'GoGo']",,0,150000,0,2
1362,35,24,"['台新', 'GoGo']",370000,0,,1,2
1363,24,1,"['台新', 'GoGo']",30000,0,350000,1,2
1364,24,26,"['台新', 'GoGo']",80000,0,600000,1,2
1365,31,72,[],220000,0,360000,1,2
1366,,33,[],,0,510000,0,2
1367,22,24,"['台新', 'GoGo']",50000,0,480000,0,2
1368,33,4,"['台新', 'GoGo']",200000,1,600000,0,2
1369,,13,"['台新', 'GoGo']",210000,0,800000,0,2
1370,,33,"['台新', 'GoGo']",270000,0,850000,1,2
1371,,6,"['台新', 'GoGo']",120000,0,800000,1,2
1372,,,[],,,,0,2
1373,20,4,[],,,400000,1,2
1374,28,7,"['台新', 'GoGo']",200000,0,600000,0,2
1375,26,22,['GoGo'],,0,400000,1,2
1376,27,8,"['台新', 'GoGo']",,0,550000,1,2
1377,30,24,[],,,400000,0,2
1378,35,72,[],300000,0,,1,2
1379,33,3,[],,0,300000,1,2
1380,24,24,"['台新', 'GoGo']",60000,1,320000,1,2
1381,27,6,"['台新', 'GoGo']",,,800000,0,4
1382,30,84,"['台新', 'GoGo']",270000,0,800000,1,3
1383,22,6,"['台新', 'GoGo']",50000,0,600000,0,2
1384,,4,"['台新', 'GoGo']",,1,450000,0,2
1385,29,24,"['台新', 'GoGo', 'GoGo', '花旗']",250000,,800000,1,2
1386,33,91,"['台新', 'GoGo']",240000,2,580000,1,2
1387,,,[],,,,0,2
1388,,,[],,,,0,2
1389,46,12,"['台新', 'Flygo', '國泰', '現金回饋御璽卡']",,3,360000,1,2
1390,,,[],,,,0,2
1391,28,48,"['台新', '玉山', '國泰', 'KOKO']",70000,1,500000,1,2
1392,28,48,"['台新', 'Flygo', 'Flygo']",210000,0,550000,1,3
1393,,,['Richart'],30000,,,0,2
1394,28,22,"['台新', 'Flygo']",150000,0,470000,1,2
1395,37,120,"['台新', 'Flygo']",200000,0,550000,1,2
1396,,,[],,,,0,2
1397,33,12,"['台新', 'Flygo']",,0,500000,1,2
1398,28,34,"['台新', 'Flygo']",130000,0,400000,1,2
1399,23,,[],,1,,1,2
1400,33,60,"['台新', 'Flygo', '富邦', 'Omiyage']",150000,0,600000,0,2
1401,27,7,"['台新', 'Flygo']",,0,200000,0,4
1402,27,,[],310000,0,750000,1,2
1403,29,6,"['台新', 'Flygo']",167000,0,800000,1,2
1404,35,72,"['台新', 'Flygo']",150000,0,450000,0,2
1405,,84,"['台新', 'Flygo']",250000,,1000000,0,2
1406,24,6,"['台新', 'Flygo', '永豐', '玉山']",50000,0,300000,1,2
1407,36,60,[],,0,600000,1,3
1408,,12,[],,0,800000,0,2
1409,25,8,"['台新', 'Flygo', '玉山', 'Pi']",,1,900000,1,4
1410,25,24,"['台新', 'Flygo', '玉山', 'Ubear', 'Pi']",200000,,700000,0,3
1411,27,16,"['台新', 'Flygo', 'Flygo']",120000,0,400000,1,3
1412,27,117,[],120000,,,1,2
1413,28,12,[],,0,900000,1,2
1414,23,6,[],20000,0,550000,1,3
1415,27,36,[],,0,600000,0,2
1416,34,44,"['台新', 'Flygo', '中信', '兆豐', 'e秒刷鈦金卡', '玉山']",50000,3,750000,1,3
1417,26,13,"['台新', 'Flygo', '台新', 'GoGo']",200000,0,,0,2
1418,20,4,[],20000,0,240000,0,1
1419,23,30,"['台新', 'Flygo']",20000,0,360000,1,4
1420,25,12,"['台新', 'Flygo', '玉山', 'Pi']",,0,,1,2
1421,29,30,"['台新', 'Flygo']",140000,0,700000,0,4
1422,29,2,"['台新', 'Flygo', 'GoGo']",1800002,0,700000,1,3
1423,31,,"['台新', 'Flygo', '國泰']",150000,0,,1,2
1424,35,5,['Flygo'],,0,500000,0,3
1425,27,3,"['台新', 'Flygo']",50000,0,400000,1,2
1426,25,0,"['台新', 'Flygo']",110000,0,300000,1,2
1427,27,10,"['台新', 'Flygo']",,1,500000,1,2
1428,25,24,"['台新', 'Flygo']",,0,,1,2
1429,21,24,[],20000,0,149000,1,1
1430,27,51,"['台新', 'Flygo']",200000,0,600000,1,2
1431,25,24,"['台新', 'Flygo']",,1,500000,1,3
1432,35,58,[],130000,3,400000,0,2
1433,25,36,"['元大', '鑽金']",80000,0,,1,2
1434,,,[],,,,0,2
1435,30,96,"['台新', 'Flygo']",150000,0,400000,1,2
1436,22,6,"['台新', 'Flygo', 'Flygo', '國泰', '玉山', '兆豐', 'e秒刷鈦金卡', '中信', 'LINEPay', '渣打', '現金回饋御璽卡', '星展', 'everyday鈦金卡', '永豐', '國泰']",,0,420000,1,2
1437,28,48,"['台新', 'Flygo']",,1,400000,1,2
1438,35,120,"['台新', 'Flygo']",220000,2,800000,0,3
1439,34,5,"['台新', 'Flygo']",2150002,2,800000,1,2
1440,29,4,"['台新', 'Flygo']",,0,,0,2
1441,29,4,"['台新', 'Flygo']",,0,,0,2
1442,28,48,"['台新', 'Flygo']",200000,0,650000,1,2
1443,37,120,"['台新', 'Flygo']",,2,3000000,0,2
1444,29,12,"['台新', 'Flygo']",,1,360000,1,2
1445,,,[],,,,0,2
1446,25,4,[],,0,800000,1,2
1447,24,12,['台新'],60000,0,450000,0,2
1448,26,36,['台新'],260000,0,650000,0,2
1449,,9,['台新'],,0,450000,1,2
1450,27,36,['台新'],90000,3,600000,1,2
1451,,60,['台新'],,0,600000,1,2
1452,28,12,"['台新', 'Flygo']",220000,0,500000,0,4
1453,30,24,['台新'],300000,0,650000,0,2
1454,23,24,['台新'],60000,0,330000,0,2
1455,,,[],,,,0,2
1456,25,12,['台新'],60000,0,450000,1,2
1457,29,3,"['台新', 'GoGo']",160000,0,600000,1,2
1458,,3,"['台新', 'GoGo', 'Flygo']",200000,0,700000,1,2
1459,28,60,"['台新', 'GoGo', 'Flygo']",290000,0,,1,2
1460,33,120,"['台新', 'GoGo', '國泰', 'KOKO']",190000,,450000,1,2
1461,29,48,"['Richart', 'GoGo']",,0,470000,0,2
1462,29,36,[],,3,650000,1,3
1463,23,8,"['台新', 'GoGo', '玉山', 'Pi']",,0,450000,0,4
1464,24,20,"['台新', 'GoGo', 'Flygo']",,1,300000,1,4
1465,35,120,['GoGo'],280000,0,680000,1,2
1466,26,10,[],440000,0,,1,2
1467,32,36,"['台新', 'GoGo', '中信', 'LINEPay']",240000,0,650000,0,3
1468,31,,"['台新', 'GoGo']",200000,0,700000,1,2
1469,,,"['台新', 'GoGo']",,,,0,2
1470,,3,"['台新', 'GoGo']",110000,0,,0,2
1471,23,2,[],160000,,400000,0,2
1472,,36,"['國泰', 'KOKO']",50000,0,500000,1,2
1473,25,24,[],,1,240000,0,2
1474,,,[],,,,0,2
1475,,,[],,,,0,2
1476,26,36,"['台新', 'GoGo', 'GoGo']",50000,0,230000,0,1
1477,24,8,"['台新', 'GoGo']",84000,0,400000,1,2
1478,27,5,"['台新', 'GoGo']",,0,400000,1,2
1479,32,84,"['台新', 'GoGo', 'Flygo', '玉山', 'Pi', '渣打', '中信']",,0,,1,2
1480,27,33,"['台新', 'GoGo', '玉山', 'Ubear']",130000,,400000,1,2
1481,,,[],,,,1,2
1482,24,4,[],160000,0,750000,1,4
1483,27,36,"['台新', 'GoGo', 'Flygo', '玉山', 'Pi']",,0,500000,0,2
1484,23,7,['GoGo'],150000,0,650000,0,2
1485,35,120,['台新'],400000,0,1400000,1,2
1486,26,4,[],,0,,1,2
1487,29,24,[],,,1300000,1,2
1488,29,60,[],,0,750000,1,3
1489,,12,[],,1,350000,0,2
1490,27,,"['台新', 'GoGo', '中信', 'LINEPay']",50000,2,500000,0,2
1491,29,96,[],,0,400000,0,2
1492,,12,"['台新', 'GoGo', '花旗', '現金回饋御璽卡', '中信']",,0,400000,0,2
1493,25,1,[],,,,1,2
1494,30,7,[],,,400000,0,2
1495,30,48,"['台新', 'GoGo', '渣打', '現金回饋御璽卡']",100000,0,,1,2
1496,25,1,"['台新', 'GoGo']",,0,630000,1,2
1497,23,24,"['台新', 'GoGo']",150000,0,600000,0,2
1498,,27,"['台新', 'GoGo', '國泰', 'KOKO', '渣打']",,0,480000,1,2
1499,25,6,[],,0,800000,1,2
1500,34,16,"['台新', 'GoGo', 'Flygo']",,0,700000,1,2
1501,26,5,"['台新', 'GoGo', 'GoGo', '中信', 'LINEPay']",,1,700000,0,2
1502,30,18,[],,1,60,0,3
1503,32,7,"['台新', 'GoGo', '玉山']",,0,500000,0,4
1504,,108,"['台新', 'GoGo']",,,570000,1,2
1505,,,[],,,,0,2
1506,30,22,[],,0,1400000,1,2
1507,25,6,"['台新', 'GoGo']",,,30,1,2
1508,,,[],,,,0,2
1509,26,1,['GoGo'],,0,250000,0,2
1510,27,29,"['台新', 'GoGo']",,0,360000,0,2
1511,20,24,"['台新', 'GoGo']",20000,0,220000,0,2
1512,,12,"['台新', 'GoGo']",280000,3,650000,1,2
1513,28,,[],100000,1,700000,1,2
1514,37,8,"['台新', 'GoGo']",,0,300000,1,2
1515,,36,[],,,450000,1,2
1516,33,56,"['台新', 'GoGo']",230000,0,600000,1,2
1517,34,11,[],100000,0,770000,1,2
1518,,60,"['台新', 'GoGo']",130000,0,600000,0,2
1519,,,[],,,,0,2
1520,,,[],120000,,720000,0,2
1521,30,84,"['台新', 'GoGo']",100000,2,600000,1,2
1522,37,192,"['台新', 'GoGo']",,3,550000,1,2
1523,30,24,"['台新', 'GoGo', '聯邦']",80000,0,600000,0,2
1524,31,48,[],80000,0,500000,0,3
1525,30,4,[],,,400000,1,2
1526,26,36,[],,,420000,1,2
1527,23,7,"['台新', 'GoGo']",100000,0,450000,0,2
1528,22,,"['台新', 'GoGo']",,,180000,0,2
1529,25,3,[],,1,400000,0,2
1530,31,48,[],,0,480000,1,2
1531,23,3,"['台新', 'GoGo']",,0,390000,0,2
1532,24,6,['Richart'],,0,600000,1,2
1533,27,36,"['台新', 'GoGo']",,0,500000,1,2
1534,28,24,"['台新', 'GoGo']",210000,,500000,1,2
1535,22,12,[],200000,1,,0,2
1536,40,120,"['台新', 'GoGo']",900000,2,2500000,1,4
1537,23,1,"['台新', 'GoGo']",70000,0,700000,0,4
1538,22,2,"['台新', 'GoGo']",150000,0,500000,0,2
1539,,72,"['台新', 'GoGo', 'Flygo']",460000,0,2000000,0,2
1540,29,15,"['台新', 'GoGo']",,0,600000,1,2
1541,30,48,"['台新', 'GoGo']",,0,500000,1,2
1542,,,[],,,,0,2
1543,30,84,[],80000,3,400000,1,2
1544,20,1,[],,,700000,1,3
1545,24,8,"['台新', 'GoGo']",,0,450000,0,2
1546,23,12,"['台新', 'GoGo']",80000,0,860000,1,2
1547,25,1,"['台新', 'GoGo']",60000,,750000,0,2
1548,39,120,"['台新', 'GoGo', '富邦']",180000,0,1000000,1,2
1549,,2,[],50000,0,220000,1,2
1550,26,24,"['台新', 'GoGo']",,0,700000,1,3
1551,,,[],,,,0,2
1552,22,2,"['台新', 'GoGo']",130000,,600000,1,2
1553,,12,['GoGo'],120000,1,600000,1,3
1554,24,,"['台新', 'GoGo']",20000,0,,0,2
1555,21,5,"['台新', 'GoGo', 'GoGo']",,0,260000,0,2
1556,28,16,"['台新', 'GoGo', 'GoGo']",160000,0,400000,1,2
1557,,72,"['台新', 'GoGo']",60000,0,550000,1,2
1558,29,48,"['台新', 'GoGo', 'GoGo']",60000,1,500000,1,2
1559,25,20,[],,0,300000,1,2
1560,26,0,[],,0,312000,1,2
1561,,,[],,,,0,2
1562,28,5,[],,0,360000,0,2
1563,23,10,"['台新', 'GoGo']",60000,0,400000,0,2
1564,28,60,"['台新', 'Flygo']",280000,2,,1,2
1565,,,[],,,,0,2
1566,30,12,['台新'],,0,350000,1,2
1567,38,93,"['台新', 'GoGo']",,0,800000,1,2
1568,,,[],960000,0,,0,2
1569,,,[],400000,,,0,2
1570,,,[],300000,,,0,2
1571,,,[],,,,0,2
1572,,,['GoGo'],,,,0,2
1573,26,6,[],,0,240000,1,2
1574,29,10,[],,,,0,2
1575,23,17,[],50000,1,450000,1,2
1576,22,13,['台新'],280000,0,950000,0,3
1577,,,[],,,,0,2
1578,32,96,['花旗'],90000,0,800000,1,2
1579,,36,"['台新', '國泰']",80000,0,450000,0,2
1580,29,84,[],,0,480000,1,2
1581,32,48,"['台新', '國泰']",120000,0,,1,3
1582,38,120,"['台新', '國泰']",,0,700000,1,4
1583,54,10,"['台新', '國泰']",710000,2,,1,2
1584,,,[],400000,,,0,2
1585,33,84,[],150000,2,850000,1,2
1586,,240,"['台新', '國泰']",350000,,800000,0,3
1587,,,[],,,,0,2
1588,,,['台新'],200000,0,,0,2
1589,32,,['台新'],160000,0,,1,2
1590,,,[],,,,0,2
1591,,,"['台新', '中信', 'LINEPay']",50000,2,,1,2
1592,,,[],,,,0,2
1593,26,12,['台新'],150000,0,800000,1,2
1594,24,2,['台新'],,0,360000,0,2
1595,25,3,['GoGo'],30000,1,700000,0,4
1596,23,8,"['台新', 'GoGo']",50000,1,500000,0,2
1597,21,9,[],,0,450000,1,2
1598,,,[],,,,0,2
1599,,,[],,,,0,2
1600,38,24,['台新'],,0,1500000,1,2
1601,37,120,['台新'],,0,850000,0,2
1602,25,,[],,1,,0,2
1603,31,12,"['台新', 'GoGo']",,0,570000,1,2
1604,30,24,"['台新', 'Flygo']",310000,1,,1,2
1605,32,84,"['台新', 'GoGo']",,0,400000,1,2
1606,24,12,['台新'],,0,400000,1,2
1607,,,[],,,,0,2
1608,27,48,[],,,580000,0,1
1609,25,4,[],150000,0,,0,2
1610,,,[],,,,0,2
1611,25,6,[],,0,450000,1,2
1612,,,"['台新', 'GoGo']",,0,900000,0,2
1613,,,"['兆豐', '國泰', 'KOKO']",,,,0,2
1614,21,,[],100000,0,,1,2
1615,32,12,[],100000,3,320000,1,2
1616,25,2,"['台新', '花旗']",91000,1,360000,0,2
1617,25,11,['台新'],180000,,400000,0,2
1618,,6,['台新'],400000,0,400000,1,4
1619,28,70,[],,0,600000,1,2
1620,36,107,[],,0,,0,4
1621,36,107,[],,0,,0,4
1622,,,[],,,,0,2
1623,,,[],,,,0,2
1624,,,[],,,,0,2
1625,29,,[],,0,,1,2
1626,29,63,['富邦'],300000,0,800000,1,2
1627,36,144,[],,0,,0,2
1628,,,[],,0,,0,2
1629,,,"['玉山', 'Pi']",,0,600000,1,2
1630,27,4,['台新'],150000,1,1000000,1,2
1631,42,120,[],,2,,0,3
1632,35,26,[],200000,0,1100000,0,2
1633,,,[],100000,0,,0,4
1634,32,84,[],200000,0,800000,0,2
1635,23,0,"['台新', 'GoGo']",,0,850000,0,3
1636,37,144,['台新'],300000,0,1340000,1,2
1637,,,[],300000,,0,0,2
1638,26,2,[],200000,0,,1,2
1639,,,[],,,,0,2
1640,,7,['台新'],100000,1,500000,0,2
1641,,,['台新'],,,600000,0,2
1642,,12,['台新'],,0,400000,1,2
1643,28,,['台新'],,2,,1,2
1644,27,60,['台新'],270000,,700000,0,2
1645,28,48,[],,1,,1,2
1646,26,5,"['台新', 'Flygo']",100000,0,300000,1,2
1647,,,[],,,,0,2
1648,,,[],,,,0,2
1649,31,,"['GoGo', 'Flygo']",310000,,1400000,0,2
1650,25,4,"['台新', 'GoGo', 'Flygo', '玉山']",70000,,400000,0,2
1651,28,24,"['台新', 'Flygo', 'GoGo']",210000,0,640000,1,2
1652,33,60,"['台新', 'Flygo']",170000,,440000,0,2
1653,30,72,"['台新', 'Flygo']",100000,0,700000,1,2
1654,21,12,[],600005,,,0,2
1655,,,[],,,,0,2
1656,33,,[],,3,800000,1,2
1657,22,2,[],,0,500000,1,4
1658,27,48,[],,0,700000,0,3
1659,26,12,[],,0,400000,0,2
1660,30,3,"['台新', 'GoGo']",,1,510000,0,2
1661,25,9,[],20000,0,130000,0,2
1662,,2,"['台新', 'GoGo']",,0,400000,0,2
1663,22,,[],,0,,0,2
1664,,,[],,,,0,2
1665,22,3,"['渣打', '現金回饋御璽卡']",88000,1,450000,1,2
1666,,144,"['GoGo', 'GoGo']",,0,800000,1,3
1667,,,[],,,,0,2
1668,31,24,"['台新', 'GoGo', '渣打', '現金回饋御璽卡']",240000,0,600000,1,2
1669,28,46,"['LINEPay', 'GoGo']",120000,0,700000,1,2
1670,32,,"['台新', 'GoGo']",100000,0,,1,2
1671,,,[],5000,,,0,2
1672,,,[],,,,0,2
1673,,,[],,,,0,2
1674,35,108,['臺灣企銀'],,0,360000,0,2
1675,35,7,[],200000,,500000,1,2
1676,22,13,['臺灣企銀'],100000,0,800000,1,2
1677,,,[],,,,0,2
1678,,,[],,,,0,2
1679,,48,[],200000,,450000,1,2
1680,,,[],,,,0,2
1681,32,36,[],,0,650000,1,2
1682,27,36,[],,0,900000,0,4
1683,23,3,['臺灣銀行'],,0,450000,0,2
1684,27,48,[],,0,900000,0,4
1685,33,120,[],160000,0,997000,1,3
1686,24,12,[],100000,,480000,0,2
1687,,,[],,,,0,2
1688,26,,[],300000,0,1800000,1,2
1689,,,['合作金庫'],60000,0,,1,2
1690,36,144,[],200000,,,1,2
1691,29,60,['合作金庫'],,0,450000,1,2
1692,29,60,['合作金庫'],,0,450000,1,2
1693,29,60,['合作金庫'],,0,450000,1,2
1694,31,,['合作金庫'],70000,0,,1,2
1695,33,96,['合作金庫'],100000,0,300000,1,2
1696,28,24,[],20000,1,400000,1,2
1697,26,,['合作金庫'],200000,0,,1,4
1698,32,60,['合作金庫'],,0,,1,3
1699,29,12,['合作金庫'],350000,0,800000,0,3
1700,34,108,[],,0,,1,2
1701,29,,['凱基'],250000,2,,0,2
1702,30,54,[],60000,0,,0,2
1703,29,9,[],100000,2,,1,4
1704,33,,"['合作金庫', '花旗', '玉山']",,,2000000,0,2
1705,,,[],,,,0,2
1706,,,[],,,,0,2
1707,,,[],,,,0,2
1708,27,6,['合作金庫'],100000,3,600000,0,2
1709,34,39,[],70000,,0,0,2
1710,,,[],140000,,,1,2
1711,27,58,[],,0,600000,1,2
1712,,,[],,,,0,2
1713,,,[],,,,0,2
1714,,,[],,,,0,2
1715,24,,['合作金庫'],80000,1,300000,1,2
1716,,17,['合作金庫'],200000,0,,0,2
1717,,,[],300000,0,,0,2
1718,,,[],,,,0,2
1719,35,84,[],,,550000,0,2
1720,,,[],,,,0,2
1721,,,[],,,800000,1,2
1722,,,[],,,,0,2
1723,,,[],,,,0,2
1724,,,[],,,,0,2
1725,,,[],,,,0,2
1726,,,[],,,,0,2
1727,,,[],,,,0,2
1728,28,24,[],,0,,1,2
1729,40,9,[],,0,,1,2
1730,25,12,"['國泰', 'KOKO', '兆豐', 'e秒刷鈦金卡']",,0,700000,0,4
1731,24,7,"['國泰', 'KOKO']",70000,3,200000,0,1
1732,29,48,['KOKO'],120000,0,700000,0,2
1733,25,12,[],50000,0,400000,0,2
1734,39,29,[],80000,3,400000,1,3
1735,26,0,"['國泰', 'KOKO']",50000,0,540000,1,2
1736,29,24,[],50000,0,400000,1,2
1737,31,72,"['國泰', 'KOKO']",300000,0,620000,1,3
1738,24,12,"['國泰', 'KOKO']",50000,,360000,1,2
1739,,,['國泰'],,,,0,2
1740,32,60,"['國泰', 'KOKO']",,0,1000000,1,2
1741,32,0,"['國泰', 'KOKO']",170000,0,,1,2
1742,24,15,"['國泰', 'KOKO']",40000,1,300000,0,2
1743,21,0,"['國泰', 'KOKO']",20000,0,230000,0,1
1744,,,[],,0,300000,1,2
1745,,,[],300000,,,0,2
1746,24,8,[],20000,3,200000,1,2
1747,30,12,['KOKO'],60000,1,350000,1,2
1748,25,4,"['國泰', 'KOKO']",50000,0,150000,0,3
1749,21,0,"['國泰', 'KOKO']",,,120000,1,1
1750,27,0,"['國泰', 'KOKO']",120000,0,400000,0,2
1751,25,36,"['國泰', 'KOKO']",210000,0,360000,0,4
1752,,12,"['國泰', 'KOKO']",160000,,1000000,1,2
1753,23,3,['國泰'],50000,1,500000,0,2
1754,26,60,[],160000,0,550000,0,2
1755,34,5,"['國泰', 'KOKO']",150000,0,300000,0,2
1756,,,['KOKO'],,2,,1,2
1757,24,0,"['國泰', 'KOKO']",50000,,240000,1,2
1758,24,0,"['國泰', 'KOKO']",50000,,240000,1,2
1759,,,[],,0,480000,1,2
1760,22,1,[],,,200000,0,1
1761,28,,['國泰'],,0,800000,0,2
1762,28,,[],,0,,1,2
1763,25,3,"['國泰', 'KOKO']",50000,,120000,0,1
1764,40,12,[],400000,0,1400000,0,2
1765,,,[],,,,0,2
1766,28,72,['國泰'],,,600000,1,2
1767,27,0,[],60000,1,420000,0,2
1768,32,72,[],,0,1090000,1,2
1769,23,17,[],60000,1,430000,1,2
1770,34,84,[],,0,990000,1,4
1771,,,['國泰'],170000,,,0,2
1772,29,2,['國泰'],70000,0,300000,1,2
1773,38,12,[],300000,0,35000,1,2
1774,,6,[],60000,,500000,0,2
1775,24,14,['KOKO'],,1,240000,0,2
1776,26,24,['國泰'],30000,,400000,0,2
1777,31,72,[],420000,0,1000000,0,2
1778,24,14,['國泰'],60000,0,240000,0,3
1779,27,,['國泰'],120000,0,,0,2
1780,29,120,['國泰'],,0,,0,2
1781,,,['國泰'],80000,,700000,1,2
1782,20,12,[],,1,,0,1
1783,,3,[],,3,800000,1,2
1784,,,[],350000,,,0,2
1785,25,,[],,1,,0,3
1786,27,17,"['國泰', 'KOKO']",60000,0,400000,0,4
1787,37,36,"['匯豐', '國泰', '中信', '玉山']",150000,3,1200000,0,2
1788,30,28,['國泰'],,0,,0,3
1789,,25,['國泰'],110000,0,450000,1,2
1790,23,12,['國泰'],20000,1,75000,0,2
1791,30,12,['國泰'],,0,350000,1,2
1792,,,[],50000,,,0,2
1793,24,36,['國泰'],,0,,1,3
1794,27,19,[],143000,0,600000,1,4
1795,27,5,['國泰'],165000,0,600000,0,3
1796,23,,[],,1,,1,2
