,age,serveTime,credLimit,Loan,SalPerY,holdCard,Career
1051,35,120,400000,0,1400000,1,2
1258,40,12,400000,0,1400000,0,2
1177,31,,310000,,1400000,0,2
2515,28,27,300000,0,1400000,1,2
3067,29,60,600000,3,1500000,0,2
1377,32,,500000,0,1500000,0,2
1439,30,4,350000,,1500000,0,2
283,27,12,325000,0,1500000,1,2
3155,44,120,300000,2,1500000,1,2
206,41,144,250000,2,1500000,1,2
674,42,36,200000,0,1500000,1,2
1465,29,,200000,,1500000,1,2
2721,28,65,80000,0,1500000,1,2
470,38,192,600000,0,1520000,1,2
2653,30,,500000,0,1600000,1,2
3159,,10,500000,0,1600000,1,2
475,30,48,400000,0,1600000,1,4
1982,36,19,150000,3,1600000,0,2
467,,48,800000,2,1700000,1,2
1487,29,24,300000,1,1700000,1,4
1709,27,2,500000,,1800000,0,2
1205,26,,300000,0,1800000,1,2
3092,38,24,300000,3,1800000,0,2
2072,30,24,491000,0,1900000,1,2
2122,35,84,549000,,2000000,1,2
2834,33,120,520000,2,2000000,0,2
1099,,72,460000,0,2000000,0,2
280,29,24,450000,0,2000000,0,2
1407,25,36,330000,0,2000000,1,2
2648,26,,300000,,2000000,1,4
2242,38,84,200000,,2000000,0,2
2120,36,36,50000,0,2000000,1,2
394,,84,400000,0,2300000,0,2
1096,40,120,900000,2,2500000,1,4
2061,,24,450000,2,2500000,1,2
2012,,132,150000,2,2500000,1,2
2127,41,132,1343000,2,3000000,0,4
1363,34,108,300000,3,3000000,1,2
826,36,24,200000,3,3000005,1,2
310,23,13,80000,0,3100000,1,2
1350,34,4,400000,,5000000,0,2
2462,34,72,200000,,5500000,1,4
1432,29,72,1100000,,10000000,0,2
3040,,60,4500000,0,,1,2
274,37,,1500000,2,,0,2
517,24,,1200000,,,1,2
455,31,72,1000000,0,,0,2
3162,35,144,1000000,0,,1,2
3206,25,0,1000000,,,0,2
3394,22,0,1000000,,,0,2
2078,,,960000,0,,0,2
2288,35,108,900000,0,,1,2
241,36,84,800000,0,,1,2
399,30,,800000,2,,1,2
2916,23,,744000,0,,1,2
1132,54,10,710000,2,,1,2
489,35,72,700000,0,,1,2
2779,34,124,680000,3,,1,2
56,32,84,660000,0,,1,4
3479,27,12,631000,0,,1,2
80,39,54,621000,3,,1,4
2841,25,24,620000,0,,1,2
410,35,108,600000,0,,1,2
451,30,36,600000,2,,1,4
457,,20,600000,0,,0,2
652,36,108,600000,0,,1,2
811,32,108,600000,3,,1,2
2017,35,108,600000,0,,1,2
2704,35,72,600000,2,,1,4
2758,33,96,600000,,,0,2
113,22,24,530000,0,,0,2
2021,33,20,520000,,,1,2
61,33,96,500000,2,,1,4
143,32,84,500000,3,,0,2
1306,,84,500000,0,,0,3
2052,29,24,500000,,,0,2
2251,,132,500000,2,,0,2
2361,36,108,500000,,,0,2
2459,25,,500000,0,,1,4
2482,30,24,500000,1,,1,2
2486,31,11,500000,,,0,2
3493,,17,500000,,,1,2
3246,,12,460000,,,0,2
387,,,450000,3,,0,2
409,27,39,450000,,,0,2
2287,36,132,450000,0,,1,4
2506,30,36,450000,0,,1,2
286,27,48,440000,3,,1,2
1036,26,10,440000,0,,1,2
357,29,24,420000,0,,1,2
815,33,10,410000,0,,1,2
352,37,3,400000,2,,1,2
397,26,1,400000,2,,1,2
1470,27,10,400000,0,,1,2
2019,31,48,400000,3,,0,4
2068,40,180,400000,0,,1,3
2551,,,400000,3,,0,2
2620,28,24,400000,0,,0,4
2661,,,400000,3,,0,2
2715,,,400000,3,,0,2
3138,27,24,400000,0,,0,2
3290,25,39,400000,0,,0,2
3460,24,2,400000,,,0,2
2833,,8,390000,0,,0,2
2917,33,120,382000,0,,1,2
3114,42,,380000,2,,0,2
2278,22,24,374000,0,,0,2
942,35,24,370000,0,,1,2
284,28,36,360000,0,,1,2
2092,33,12,355000,0,,0,2
520,,72,350000,,,0,2
1447,45,120,350000,0,,1,2
2134,25,,350000,0,,1,2
2522,36,120,350000,3,,0,2
2699,29,60,350000,,,0,2
701,27,34,340000,1,,1,2
493,35,84,330000,0,,0,3
2313,29,1,330000,1,,1,2
2827,29,60,330000,3,,0,2
1339,40,60,329000,0,,0,2
308,,72,310000,0,,0,3
855,28,29,310000,1,,1,2
1146,30,24,310000,1,,1,2
272,27,5,300000,0,,1,2
597,25,,300000,0,,1,4
682,37,10,300000,,,0,2
795,,132,300000,0,,1,2
957,35,72,300000,0,,1,2
1295,,36,300000,0,,1,2
1450,,132,300000,2,,1,2
2025,28,36,300000,0,,0,2
2049,29,24,300000,,,0,2
2054,28,12,300000,,,0,2
2179,25,,300000,0,,1,4
2245,30,48,300000,3,,1,2
2246,37,108,300000,,,0,2
2298,35,60,300000,0,,1,2
2317,,9,300000,0,,0,2
2327,,60,300000,,,1,3
2384,44,168,300000,0,,1,3
2437,30,12,300000,0,,0,2
2494,35,132,300000,0,,1,2
2500,34,12,300000,0,,1,4
2625,36,108,300000,0,,1,2
2627,,60,300000,0,,0,4
2632,,36,300000,0,,0,2
2634,25,24,300000,0,,1,2
2639,29,48,300000,3,,0,2
2643,31,,300000,0,,1,2
2714,37,156,300000,0,,0,2
2759,26,,300000,0,,1,4
2760,,120,300000,,,0,2
2814,25,0,300000,0,,1,4
2815,25,0,300000,0,,1,4
3036,,132,300000,0,,1,2
3090,29,72,300000,0,,1,3
3200,24,0,300000,0,,1,1
3388,,36,300000,3,,1,2
1029,28,60,290000,0,,1,2
1121,28,60,280000,2,,1,2
1379,25,0,280000,3,,1,2
1805,31,72,280000,0,,0,2
434,,36,275000,0,,0,2
3223,33,,270000,0,,1,2
1733,26,12,255000,0,,0,2
41,,60,250000,0,,1,2
355,,10,250000,0,,1,3
356,,10,250000,0,,1,3
428,26,2,250000,0,,1,2
653,33,12,250000,2,,1,2
1218,29,,250000,2,,0,2
1360,27,4,250000,3,,1,2
1773,25,1,250000,2,,0,4
1942,25,,250000,0,,0,2
2104,36,108,250000,0,,1,2
2237,30,24,250000,,,0,2
3099,35,72,250000,0,,1,2
3345,24,43,247000,0,,0,2
2359,33,36,240000,2,,1,2
689,32,96,230000,0,,1,2
2015,29,13,230000,,,0,2
3488,26,32,230000,0,,1,2
3504,26,32,230000,0,,1,2
1394,,13,220000,0,,1,3
3282,25,10,220000,0,,1,2
2063,,21,201000,0,,0,2
21,29,36,200000,2,,1,2
62,40,36,200000,,,0,4
126,22,9,200000,0,,0,2
199,,,200000,3,,0,2
369,32,60,200000,0,,1,2
584,34,84,200000,0,,1,2
655,,12,200000,0,,0,2
696,28,36,200000,0,,0,2
892,24,2,200000,0,,0,2
893,24,2,200000,0,,0,2
990,26,13,200000,0,,0,2
1095,22,12,200000,1,,0,2
1135,,,200000,0,,0,2
1170,26,2,200000,0,,1,2
1207,36,144,200000,,,1,2
1214,26,,200000,0,,1,4
1226,,17,200000,0,,0,2
1318,,12,200000,0,,0,2
1335,36,84,200000,2,,1,2
1492,,96,200000,,,1,2
1674,,,200000,3,,0,2
1999,34,,200000,0,,1,2
2026,,,200000,0,,1,2
2045,25,0,200000,,,0,2
2262,,16,200000,0,,0,2
2268,,,200000,2,,0,2
2293,,84,200000,0,,0,2
2508,25,24,200000,0,,1,2
2702,26,36,200000,0,,0,2
2776,38,36,200000,3,,1,2
2818,29,24,200000,0,,0,2
2829,23,12,200000,0,,0,2
2835,,12,200000,0,,0,2
3119,30,72,200000,0,,0,2
3135,,20,200000,0,,0,2
3239,,72,200000,2,,1,2
90,29,84,190000,3,,1,2
648,,120,190000,0,,1,3
291,,24,185000,0,,0,2
2973,25,3,184000,0,,0,2
1863,,,181000,0,,0,2
416,28,24,180000,0,,0,2
730,29,2,180000,0,,1,2
2273,,3,180000,,,0,2
2777,26,,180000,0,,1,4
2778,26,,180000,0,,1,4
1240,32,0,170000,0,,1,2
1136,32,,160000,0,,1,2
1382,30,72,160000,0,,0,2
2006,39,,160000,0,,1,2
1728,25,12,155000,0,,0,2
464,,24,150000,0,,0,2
465,,24,150000,0,,0,2
85,30,60,150000,3,,0,2
191,40,45,150000,0,,0,2
426,32,,150000,0,,0,4
462,25,0,150000,0,,1,1
469,28,24,150000,3,,0,2
888,23,12,150000,0,,0,2
996,31,,150000,0,,1,2
1150,25,4,150000,0,,0,2
1406,29,9,150000,2,,1,4
1641,,4,150000,1,,0,2
1676,35,96,150000,0,,1,2
1964,,36,150000,1,,0,4
1973,26,,150000,0,,1,4
1993,,20,150000,0,,0,2
1994,,12,150000,0,,0,2
1995,,12,150000,0,,0,2
2062,25,,150000,0,,1,4
2172,27,,150000,0,,0,2
2180,32,72,150000,0,,1,4
2540,,,150000,0,,1,2
2668,,3,150000,0,,0,2
2868,30,72,150000,0,,0,2
2895,,,150000,0,,1,2
3293,23,14,150000,,,0,2
3424,,32,150000,2,,1,1
3427,,2,150000,,,0,2
3439,,12,150000,0,,1,4
217,,,140000,1,,0,3
2371,,48,140000,0,,0,2
3458,23,12,139000,1,,0,2
1663,31,24,132000,0,,1,2
2961,26,12,132000,0,,0,4
618,31,48,130000,0,,1,2
1302,,48,130000,0,,0,2
2793,30,,130000,0,,1,2
3410,,42,130000,2,,0,2
3440,,1,130000,0,,0,2
3344,,2,127000,1,,0,2
248,,64,125000,0,,1,2
249,,64,125000,0,,1,2
466,25,,125000,1,,1,2
258,,144,120000,2,,0,3
649,29,,120000,0,,0,2
751,35,96,120000,0,,0,3
985,27,117,120000,,,1,2
1130,32,48,120000,0,,1,3
1271,27,,120000,0,,0,2
1703,,156,120000,0,,0,2
2390,,166,120000,0,,0,2
3310,23,,120000,0,,1,2
2905,,3,113000,1,,0,1
1039,,3,110000,0,,0,2
1904,,,110000,0,,0,2
2484,28,36,110000,3,,0,2
3088,27,48,110000,0,,1,2
3514,23,9,107000,,,1,2
2943,33,36,102000,3,,0,2
30,22,24,100000,0,,1,2
81,,12,100000,1,,1,2
142,28,4,100000,0,,0,2
234,,2,100000,0,,0,2
414,29,48,100000,0,,0,2
670,33,36,100000,0,,1,2
817,29,36,100000,0,,1,2
830,26,,100000,0,,1,4
1060,30,48,100000,0,,1,2
1153,21,,100000,0,,1,2
1194,32,,100000,0,,1,2
1220,29,9,100000,2,,1,4
1417,26,24,100000,0,,0,2
1483,23,12,100000,0,,1,2
1850,24,1,100000,,,0,2
1939,32,24,100000,0,,0,2
2029,,24,100000,0,,0,3
2053,26,5,100000,0,,1,2
2217,26,3,100000,0,,0,2
2472,23,0,100000,,,0,2
2740,,3,100000,0,,0,2
2754,24,2,100000,0,,0,2
2791,29,4,100000,2,,1,4
2887,23,,100000,0,,0,2
2937,31,36,100000,0,,0,2
2948,29,0,100000,3,,0,2
3352,23,7,100000,0,,0,2
3414,23,5,100000,1,,1,2
3418,,13,100000,0,,0,2
3420,,42,100000,2,,1,2
3432,24,6,100000,0,,1,2
3436,,12,100000,0,,1,2
3477,23,2,100000,0,,1,2
3515,22,9,100000,0,,0,2
370,28,6,95000,0,,0,2
1387,,4,90000,0,,1,2
1664,33,,85000,0,,0,2
2985,23,12,82000,0,,0,2
121,30,60,80000,0,,1,2
167,,12,80000,0,,0,2
230,,4,80000,0,,0,2
340,24,48,80000,1,,1,2
503,,156,80000,0,,0,2
536,30,,80000,0,,0,2
570,28,12,80000,0,,1,2
719,25,0,80000,0,,1,2
1006,25,36,80000,0,,1,2
1707,25,2,80000,0,,0,2
1751,,1,80000,0,,0,2
1822,36,9,80000,0,,0,2
1838,24,5,80000,0,,0,2
2261,37,,80000,0,,0,2
2416,30,7,80000,0,,0,2
2420,30,,80000,0,,0,2
2507,24,3,80000,0,,0,2
2882,,60,80000,0,,1,2
2891,36,108,80000,,,0,2
3204,21,,80000,0,,0,2
3216,24,0,80000,,,0,2
3281,,72,80000,,,1,2
3304,23,,80000,0,,1,2
3317,,3,80000,0,,0,3
3353,24,6,80000,0,,0,2
3390,22,5,80000,0,,0,2
3434,,26,80000,1,,1,4
3476,23,4,80000,1,,0,2
3495,27,24,80000,1,,0,2
2924,31,48,75000,3,,1,2
1211,31,,70000,0,,1,2
1223,34,39,70000,,,0,2
2587,35,12,70000,,,1,2
2672,,24,70000,0,,0,1
3141,25,0,70000,1,,1,2
3350,23,2,70000,1,,0,2
3385,29,2,70000,0,,0,2
3446,,,70000,0,,0,2
1952,21,24,65000,0,,0,1
1182,21,12,60000,,,0,2
79,,36,60000,1,,0,2
125,,0,60000,1,,0,2
565,29,,60000,2,,1,2
582,26,,60000,0,,0,2
1206,,,60000,0,,1,2
1219,30,54,60000,0,,0,2
1319,24,24,60000,0,,1,2
1369,24,1,60000,1,,0,2
1378,,2,60000,0,,0,2
1383,28,24,60000,3,,0,2
1384,,24,60000,3,,0,2
1410,23,24,60000,0,,1,2
1683,32,10,60000,0,,0,2
1809,,,60000,0,,0,2
1810,,,60000,1,,0,2
2205,27,,60000,0,,1,2
2675,,,60000,0,,0,2
3052,32,24,60000,0,,1,2
3328,22,1,60000,,,0,2
3380,22,1,60000,0,,0,2
3398,,1,60000,0,,0,2
3428,,24,60000,1,,0,2
3510,27,17,60000,1,,1,2
2102,26,0,50000,1,,0,2
102,24,,50000,0,,1,3
158,29,,50000,,,0,1
223,21,,50000,0,,1,2
429,,24,50000,1,,0,2
827,24,1,50000,0,,1,2
868,,3,50000,0,,0,2
1137,,,50000,2,,1,2
1497,,96,50000,0,,0,2
1545,20,3,50000,1,,0,1
1749,,72,50000,0,,0,2
1764,23,0,50000,,,1,2
1824,34,,50000,0,,0,2
1860,25,12,50000,0,,0,2
2055,23,1,50000,0,,1,2
2319,32,0,50000,,,0,2
2452,32,8,50000,,,0,2
2813,23,1,50000,0,,0,1
2847,,36,50000,2,,1,2
2856,24,,50000,,,1,1
3253,23,26,50000,1,,0,2
3303,,14,50000,0,,1,2
3342,35,24,50000,0,,0,2
3377,,31,50000,0,,1,3
3386,26,1,50000,0,,0,2
3389,22,24,50000,0,,0,2
3393,24,25,50000,0,,1,2
3401,22,1,50000,0,,0,2
3430,,8,50000,0,,1,2
3437,,7,50000,0,,0,2
3471,22,11,50000,0,,0,2
3480,30,10,50000,3,,0,2
757,22,,40000,0,,0,1
669,23,48,30000,1,,1,3
777,23,0,30000,0,,1,2
1760,24,6,30000,0,,0,2
2056,33,48,30000,2,,0,2
2541,36,0,30000,0,,1,2
2907,32,81,30000,1,,1,2
3296,,11,30000,1,,1,2
3300,,4,30000,,,0,2
3326,,1,30000,0,,0,2
3392,22,1,30000,0,,0,2
3406,,12,30000,0,,0,2
3423,,3,30000,0,,1,2
3426,,12,30000,0,,1,1
3481,20,20,30000,3,,0,1
3526,20,,30000,,,0,2
358,,20,25000,0,,0,1
359,23,,25000,0,,1,2
124,22,,20000,0,,0,1
237,,1,20000,0,,1,2
314,,0,20000,0,,0,2
362,,,20000,0,,0,1
458,22,,20000,0,,1,1
645,,,20000,0,,1,1
1112,24,,20000,0,,0,2
1294,,,20000,0,,1,1
1349,23,,20000,0,,1,1
1390,20,16,20000,0,,0,1
1504,,0,20000,0,,1,1
1606,,0,20000,1,,1,1
1693,,,20000,0,,0,1
1730,20,,20000,0,,0,1
1826,22,0,20000,0,,0,1
1957,22,,20000,1,,0,1
1988,23,3,20000,0,,1,2
2023,20,,20000,1,,0,1
2135,25,,20000,0,,0,2
2418,23,0,20000,0,,0,1
2807,25,0,20000,0,,1,1
2906,21,,20000,0,,1,1
3016,,,20000,1,,0,1
3238,20,4,20000,0,,0,1
3295,,,20000,0,,0,1
3305,,8,20000,3,,0,2
3306,,12,20000,1,,1,1
3308,21,,20000,0,,1,1
3314,20,,20000,0,,1,2
3321,22,,20000,0,,0,2
3335,20,,20000,,,0,1
3337,21,,20000,,,0,1
3349,20,3,20000,3,,0,2
3363,20,,20000,0,,0,1
3374,22,12,20000,3,,1,2
3403,23,7,20000,0,,1,2
3407,,5,20000,1,,0,1
3421,,24,20000,1,,1,1
3425,20,,20000,0,,0,1
3429,,10,20000,1,,1,2
3433,,,20000,0,,0,1
3435,,12,20000,0,,1,1
3438,,12,20000,1,,0,1
3444,20,28,20000,3,,0,2
3447,20,15,20000,0,,0,2
3456,20,,20000,,,0,1
3465,,36,20000,0,,1,1
3473,20,14,20000,0,,0,2
3474,21,12,20000,0,,0,2
3475,21,11,20000,0,,0,2
3478,20,34,20000,3,,0,2
3484,20,,20000,1,,0,2
3486,21,12,20000,,,1,2
3499,20,,20000,1,,0,2
3511,21,10,20000,0,,0,2
3517,20,5,20000,0,,0,2
3519,21,,20000,0,,0,1
